username,date,post,location,hashtags,sentiment,engagement
montgomerydillon,2024-10-18,Sunsets in New York hit different 🌅,New York,#travel2025,Positive,7297
greenejessica,2023-07-12,Sunsets in Cape Town hit different 🌅,Cape Town,#vacationvibes,Negative,6036
chelsea29,2024-10-22,Exploring the beauty of Paris! 🧳,Paris,"#travelgram, #vacationvibes, #naturelovers",Positive,2067
xcohen,2023-07-12,Exploring the beauty of Cape Town! 🧳,Cape Town,"#naturelovers, #vacationvibes, #travel2025",Negative,6679
marnold,2025-04-15,Can't get enough of Cape Town 😍 #wanderlust,Cape Town,"#travelgram, #vacationvibes",Negative,3241
stephensharp,2023-12-27,Backpacking through Manali has been a dream come true!,Manali,"#travelgram, #vacationvibes",Positive,6181
thomasmarquez,2023-11-27,Exploring the beauty of Rome! 🧳,Rome,#travel2025,Negative,7816
david10,2023-12-02,Backpacking through Santorini has been a dream come true!,Santorini,"#travel2025, #wanderlust",Neutral,3091
rstevens,2024-10-05,Exploring the beauty of Tokyo! 🧳,Tokyo,"#travelgram, #vacationvibes, #travel2025",Positive,2403
yfritz,2023-11-09,Cape Town is calling... and I must go ✈️,Cape Town,#travel2025,Positive,6683
hporter,2025-03-10,Sunsets in New York hit different 🌅,New York,#travel2025,Negative,5328
monica23,2024-06-18,Can't get enough of Paris 😍 #wanderlust,Paris,"#vacationvibes, #naturelovers",Neutral,3111
smithantonio,2024-12-01,Can't get enough of New York 😍 #wanderlust,New York,"#vacationvibes, #travel2025",Neutral,3717
ecamacho,2025-04-24,Sunsets in Amsterdam hit different 🌅,Amsterdam,"#travel2025, #wanderlust, #vacationvibes",Positive,9474
ajones,2024-01-12,Sunsets in Santorini hit different 🌅,Santorini,"#wanderlust, #naturelovers, #travel2025",Neutral,2920
baldwincatherine,2024-08-12,Sunsets in Amsterdam hit different 🌅,Amsterdam,"#travel2025, #naturelovers",Negative,1206
gonzalesmaria,2023-08-10,Backpacking through Cape Town has been a dream come true!,Cape Town,"#travel2025, #wanderlust, #travelgram",Positive,1427
lisa05,2024-04-30,Sunsets in Manali hit different 🌅,Manali,"#travelgram, #travel2025, #vacationvibes",Positive,5351
hpatterson,2023-09-13,Backpacking through Dharamshala has been a dream come true!,Dharamshala,"#naturelovers, #wanderlust, #vacationvibes",Positive,532
melaniechang,2024-09-17,Bali is calling... and I must go ✈️,Bali,"#travel2025, #naturelovers",Neutral,7136
bowenmichael,2024-11-15,Can't get enough of Tokyo 😍 #wanderlust,Tokyo,"#vacationvibes, #naturelovers",Positive,1285
donald37,2023-12-05,Backpacking through Dharamshala has been a dream come true!,Dharamshala,"#wanderlust, #vacationvibes, #travel2025",Negative,513
colton17,2025-05-23,Exploring the beauty of Rome! 🧳,Rome,#naturelovers,Positive,616
wgoodwin,2024-01-12,Backpacking through Manali has been a dream come true!,Manali,"#travel2025, #travelgram",Positive,665
kenneth75,2025-02-25,Sunsets in Rome hit different 🌅,Rome,"#wanderlust, #travel2025, #vacationvibes",Positive,7166
klyons,2024-01-24,Sunsets in Rome hit different 🌅,Rome,"#travel2025, #vacationvibes, #naturelovers",Positive,89
juarezearl,2024-02-04,Can't get enough of Dharamshala 😍 #wanderlust,Dharamshala,#wanderlust,Positive,8378
walkernathan,2024-04-01,Manali is calling... and I must go ✈️,Manali,"#vacationvibes, #wanderlust",Positive,5211
kristopher29,2024-10-29,Cape Town is calling... and I must go ✈️,Cape Town,"#naturelovers, #travel2025, #wanderlust",Positive,9668
thomas74,2023-10-22,Cape Town is calling... and I must go ✈️,Cape Town,"#naturelovers, #travelgram, #vacationvibes",Neutral,8341
dwaynecarter,2024-04-18,Exploring the beauty of Dharamshala! 🧳,Dharamshala,"#naturelovers, #travelgram, #travel2025",Positive,3450
dana03,2024-09-20,Tokyo is calling... and I must go ✈️,Tokyo,"#travelgram, #travel2025",Positive,9724
eddie04,2024-04-02,New York is calling... and I must go ✈️,New York,#travel2025,Positive,9646
kwoods,2024-03-18,Exploring the beauty of Amsterdam! 🧳,Amsterdam,"#wanderlust, #travelgram, #vacationvibes",Positive,3785
brendamason,2024-08-04,Exploring the beauty of New York! 🧳,New York,#wanderlust,Positive,2726
nicholas72,2025-05-01,Can't get enough of Tokyo 😍 #wanderlust,Tokyo,"#naturelovers, #travelgram, #travel2025",Positive,2697
ythompson,2023-07-06,Manali is calling... and I must go ✈️,Manali,"#vacationvibes, #naturelovers, #wanderlust",Neutral,8673
petersonkyle,2023-12-16,Can't get enough of Tokyo 😍 #wanderlust,Tokyo,#vacationvibes,Positive,7964
@wander.jane,2025-02-27,Sunsets in Bali hit different 🌅,Bali,"#naturelovers, #travelgram, #wanderlust",Positive,3325
santosmichael,2024-06-15,Backpacking through New York has been a dream come true!,New York,"#travelgram, #vacationvibes, #travel2025",Positive,9871
larsenmegan,2025-02-22,Sunsets in Amsterdam hit different 🌅,Amsterdam,"#wanderlust, #travelgram",Positive,4462
@eco.backpacker,2023-07-20,Cape Town is calling... and I must go ✈️,Cape Town,#naturelovers,Positive,7337
vsims,2024-07-23,Can't get enough of Tokyo 😍 #wanderlust,Tokyo,"#wanderlust, #naturelovers",Neutral,2355
nelsonsuzanne,2025-04-12,Exploring the beauty of Dharamshala! 🧳,Dharamshala,"#vacationvibes, #travel2025",Positive,5888
wallerbrian,2024-09-07,Manali is calling... and I must go ✈️,Manali,"#naturelovers, #vacationvibes, #travel2025",Positive,8614
johnrobles,2023-11-13,Sunsets in Dharamshala hit different 🌅,Dharamshala,"#travelgram, #vacationvibes",Positive,2870
jeremylove,2023-11-09,New York is calling... and I must go ✈️,New York,"#travelgram, #wanderlust",Positive,7363
krausejoseph,2024-01-26,Backpacking through Manali has been a dream come true!,Manali,"#naturelovers, #travel2025",Positive,1218
pauljessica,2025-06-06,Dharamshala is calling... and I must go ✈️,Dharamshala,"#travelgram, #naturelovers",Positive,4255
escobardavid,2024-02-15,Sunsets in New York hit different 🌅,New York,#naturelovers,Positive,4901
clarkjohn,2025-02-05,Can't get enough of Bali 😍 #wanderlust,Bali,#travel2025,Positive,7026
imarshall,2025-05-09,Backpacking through Bali has been a dream come true!,Bali,#travelgram,Neutral,1090
florescynthia,2023-11-24,Exploring the beauty of Rome! 🧳,Rome,#vacationvibes,Positive,4937
fwilson,2024-06-28,Can't get enough of New York 😍 #wanderlust,New York,#naturelovers,Neutral,790
corylawrence,2024-10-01,Exploring the beauty of Manali! 🧳,Manali,"#naturelovers, #travel2025, #wanderlust",Negative,4604
aevans,2024-09-18,Can't get enough of Santorini 😍 #wanderlust,Santorini,"#naturelovers, #wanderlust",Positive,1134
hcallahan,2025-01-04,Cape Town is calling... and I must go ✈️,Cape Town,"#vacationvibes, #naturelovers, #wanderlust",Neutral,2554
mwaters,2024-09-24,Sunsets in Amsterdam hit different 🌅,Amsterdam,#travel2025,Positive,8678
qgay,2025-01-31,Sunsets in Bali hit different 🌅,Bali,"#wanderlust, #vacationvibes",Positive,6237
fguzman,2024-10-27,Sunsets in Rome hit different 🌅,Rome,"#wanderlust, #travelgram, #travel2025",Neutral,9438
markwebb,2024-01-31,Exploring the beauty of New York! 🧳,New York,"#naturelovers, #wanderlust",Positive,67
joseph83,2024-03-15,Backpacking through Tokyo has been a dream come true!,Tokyo,"#travelgram, #travel2025",Neutral,775
erica84,2024-10-23,Exploring the beauty of Paris! 🧳,Paris,"#naturelovers, #travel2025",Positive,337
wrodriguez,2023-11-13,Can't get enough of Rome 😍 #wanderlust,Rome,"#travel2025, #wanderlust",Positive,7259
gsmith,2024-06-24,Rome is calling... and I must go ✈️,Rome,"#naturelovers, #vacationvibes",Positive,1912
emartin,2025-02-04,Exploring the beauty of New York! 🧳,New York,"#vacationvibes, #travelgram, #naturelovers",Positive,110
gchambers,2025-06-12,Backpacking through Amsterdam has been a dream come true!,Amsterdam,"#travel2025, #travelgram, #vacationvibes",Positive,8476
rpeterson,2024-08-16,Exploring the beauty of New York! 🧳,New York,"#vacationvibes, #travel2025, #wanderlust",Neutral,7084
jamesrodriguez,2023-12-22,Sunsets in Bali hit different 🌅,Bali,"#naturelovers, #vacationvibes, #travelgram",Neutral,7574
kyletorres,2025-02-09,Dharamshala is calling... and I must go ✈️,Dharamshala,"#naturelovers, #travel2025",Positive,3203
tgarcia,2025-06-14,Bali is calling... and I must go ✈️,Bali,"#travel2025, #naturelovers",Neutral,1466
ashleymoore,2023-10-24,Exploring the beauty of Manali! 🧳,Manali,"#wanderlust, #vacationvibes, #travelgram",Positive,2453
katiefloyd,2025-04-17,Sunsets in Dharamshala hit different 🌅,Dharamshala,"#naturelovers, #travelgram",Positive,433
chelseamoore,2024-07-30,Can't get enough of Dharamshala 😍 #wanderlust,Dharamshala,#travel2025,Positive,7812
yvaldez,2024-05-13,Santorini is calling... and I must go ✈️,Santorini,"#naturelovers, #wanderlust, #vacationvibes",Negative,9441
jeremy47,2025-06-19,Exploring the beauty of Bali! 🧳,Bali,"#vacationvibes, #travelgram, #travel2025",Negative,7390
nathan45,2025-01-09,Backpacking through Bali has been a dream come true!,Bali,"#vacationvibes, #naturelovers",Positive,1206
maria57,2024-02-19,Rome is calling... and I must go ✈️,Rome,"#travelgram, #naturelovers",Positive,8973
welliott,2024-05-13,Backpacking through Amsterdam has been a dream come true!,Amsterdam,"#wanderlust, #vacationvibes, #travelgram",Positive,5829
gillrichard,2024-05-07,Exploring the beauty of Cape Town! 🧳,Cape Town,"#vacationvibes, #wanderlust",Positive,8404
debbie27,2025-02-09,Cape Town is calling... and I must go ✈️,Cape Town,#vacationvibes,Neutral,4368
andrew33,2024-11-20,Backpacking through Amsterdam has been a dream come true!,Amsterdam,"#vacationvibes, #travel2025",Positive,326
kenneth50,2024-02-29,Rome is calling... and I must go ✈️,Rome,#travel2025,Positive,1832
ugibbs,2024-08-31,Exploring the beauty of Tokyo! 🧳,Tokyo,"#naturelovers, #wanderlust, #travelgram",Neutral,9015
laurenwilliamson,2024-05-31,Exploring the beauty of Amsterdam! 🧳,Amsterdam,#naturelovers,Neutral,6390
daniel32,2024-03-03,Backpacking through Santorini has been a dream come true!,Santorini,#wanderlust,Neutral,6632
ldavid,2024-06-23,Backpacking through Dharamshala has been a dream come true!,Dharamshala,#wanderlust,Positive,3645
harringtonpeter,2025-05-30,Can't get enough of Rome 😍 #wanderlust,Rome,"#naturelovers, #travel2025, #vacationvibes",Positive,3718
mwright,2024-09-22,Backpacking through New York has been a dream come true!,New York,"#vacationvibes, #travelgram, #naturelovers",Negative,4024
dbrown,2024-11-02,Exploring the beauty of Manali! 🧳,Manali,"#vacationvibes, #travelgram",Positive,8546
joshua57,2025-06-11,Can't get enough of Paris 😍 #wanderlust,Paris,"#travelgram, #vacationvibes",Positive,3918
daniel21,2024-03-03,Can't get enough of Santorini 😍 #wanderlust,Santorini,"#travel2025, #wanderlust, #naturelovers",Positive,5264
jholloway,2024-09-25,Exploring the beauty of Rome! 🧳,Rome,"#travel2025, #wanderlust",Positive,3697
audrey81,2024-05-30,Sunsets in Amsterdam hit different 🌅,Amsterdam,"#travelgram, #naturelovers, #wanderlust",Positive,8854
markpayne,2024-11-19,Exploring the beauty of Paris! 🧳,Paris,#travelgram,Positive,892
angela40,2023-10-12,Can't get enough of Santorini 😍 #wanderlust,Santorini,#travelgram,Negative,8827
harrellholly,2025-01-19,Exploring the beauty of Rome! 🧳,Rome,"#vacationvibes, #wanderlust",Neutral,7224
susan57,2025-01-25,Backpacking through Rome has been a dream come true!,Rome,"#naturelovers, #wanderlust",Negative,5007
jackmcdonald,2024-06-16,Sunsets in New York hit different 🌅,New York,"#naturelovers, #travelgram",Positive,9462
mason44,2024-10-05,Exploring the beauty of New York! 🧳,New York,#vacationvibes,Neutral,4935
taylordawn,2024-05-21,Exploring the beauty of Bali! 🧳,Bali,"#travel2025, #naturelovers",Neutral,8219
zshaffer,2023-08-01,Can't get enough of Amsterdam 😍 #wanderlust,Amsterdam,#travelgram,Positive,7472
durhamwilliam,2023-07-07,Backpacking through Tokyo has been a dream come true!,Tokyo,"#travel2025, #vacationvibes, #wanderlust",Positive,9217
gforbes,2025-05-03,Exploring the beauty of Paris! 🧳,Paris,#naturelovers,Neutral,6084
kristy74,2024-09-13,Can't get enough of New York 😍 #wanderlust,New York,#travel2025,Positive,6158
cynthia19,2023-09-04,Backpacking through Santorini has been a dream come true!,Santorini,"#travelgram, #travel2025",Positive,442
schmidtlauren,2025-04-12,Can't get enough of Rome 😍 #wanderlust,Rome,"#travelgram, #vacationvibes",Neutral,6419
berrytaylor,2024-11-11,Exploring the beauty of Tokyo! 🧳,Tokyo,"#naturelovers, #travelgram",Positive,8029
@wander.jane,2024-05-24,Backpacking through New York has been a dream come true!,New York,#vacationvibes,Positive,2697
steven25,2023-08-20,Exploring the beauty of Tokyo! 🧳,Tokyo,"#wanderlust, #vacationvibes, #travelgram",Positive,4746
deborahmorgan,2024-08-07,Can't get enough of Santorini 😍 #wanderlust,Santorini,"#travelgram, #vacationvibes",Positive,9729
zpreston,2024-09-13,Backpacking through New York has been a dream come true!,New York,#vacationvibes,Neutral,2154
adam60,2023-07-01,Can't get enough of Cape Town 😍 #wanderlust,Cape Town,"#vacationvibes, #travelgram, #naturelovers",Neutral,3347
marcushernandez,2025-04-19,Can't get enough of Bali 😍 #wanderlust,Bali,"#travelgram, #wanderlust",Positive,6349
breannasaunders,2024-08-11,Exploring the beauty of Tokyo! 🧳,Tokyo,"#travel2025, #vacationvibes, #naturelovers",Positive,6235
mvaldez,2025-02-12,Dharamshala is calling... and I must go ✈️,Dharamshala,"#wanderlust, #naturelovers",Positive,6507
patricia92,2023-11-18,Sunsets in Paris hit different 🌅,Paris,#wanderlust,Positive,2147
jamiewhite,2023-07-15,Can't get enough of Tokyo 😍 #wanderlust,Tokyo,"#naturelovers, #wanderlust",Positive,7221
chanamber,2023-08-17,Backpacking through Dharamshala has been a dream come true!,Dharamshala,#vacationvibes,Positive,314
monica33,2023-11-28,Santorini is calling... and I must go ✈️,Santorini,"#naturelovers, #wanderlust",Positive,4573
frank43,2025-06-21,Exploring the beauty of Dharamshala! 🧳,Dharamshala,"#travelgram, #wanderlust",Neutral,5791
kelseyjohnson,2025-05-06,Santorini is calling... and I must go ✈️,Santorini,"#vacationvibes, #travelgram",Positive,6225
ymartinez,2023-07-14,Exploring the beauty of Bali! 🧳,Bali,"#vacationvibes, #travel2025, #naturelovers",Neutral,1139
vdillon,2023-12-04,Backpacking through Cape Town has been a dream come true!,Cape Town,"#vacationvibes, #travelgram",Positive,3043
@globetrotter77,2024-04-30,Rome is calling... and I must go ✈️,Rome,"#travelgram, #wanderlust",Positive,9021
jamiejames,2025-03-18,Exploring the beauty of Manali! 🧳,Manali,#travelgram,Positive,3462
davisgregory,2025-06-03,Sunsets in New York hit different 🌅,New York,"#travelgram, #vacationvibes, #travel2025",Positive,8830
martinjason,2025-06-24,Backpacking through Paris has been a dream come true!,Paris,#travelgram,Positive,3874
wyang,2025-01-27,Sunsets in Santorini hit different 🌅,Santorini,"#travelgram, #vacationvibes",Neutral,6174
robert31,2025-03-07,Sunsets in Rome hit different 🌅,Rome,"#travel2025, #naturelovers, #vacationvibes",Positive,9689
timothy81,2024-06-13,Backpacking through Rome has been a dream come true!,Rome,"#vacationvibes, #travelgram, #wanderlust",Positive,182
smithlinda,2024-04-30,Exploring the beauty of New York! 🧳,New York,"#travelgram, #naturelovers, #wanderlust",Positive,7011
gomezsonya,2025-04-04,Backpacking through Santorini has been a dream come true!,Santorini,#wanderlust,Neutral,8275
hamiltonmelanie,2024-02-13,Exploring the beauty of Bali! 🧳,Bali,#naturelovers,Positive,5162
yvonnemiller,2024-11-05,Backpacking through Paris has been a dream come true!,Paris,#travelgram,Positive,3799
bliu,2024-01-24,Dharamshala is calling... and I must go ✈️,Dharamshala,"#vacationvibes, #travel2025, #travelgram",Positive,8010
brandon32,2024-09-05,Exploring the beauty of Amsterdam! 🧳,Amsterdam,"#vacationvibes, #wanderlust, #naturelovers",Neutral,8643
andersoneric,2024-12-15,Manali is calling... and I must go ✈️,Manali,"#travel2025, #travelgram",Neutral,6710
dfarmer,2024-09-30,Exploring the beauty of Amsterdam! 🧳,Amsterdam,#vacationvibes,Neutral,4054
@globetrotter77,2024-04-08,Sunsets in Santorini hit different 🌅,Santorini,"#travel2025, #naturelovers",Positive,3248
amorrow,2023-11-05,Can't get enough of Bali 😍 #wanderlust,Bali,"#vacationvibes, #travelgram, #naturelovers",Neutral,359
sharonsanford,2025-01-21,Can't get enough of Manali 😍 #wanderlust,Manali,#travelgram,Neutral,2563
michaelbuckley,2025-02-24,Bali is calling... and I must go ✈️,Bali,"#vacationvibes, #wanderlust",Positive,5288
anthonyharris,2024-05-03,Backpacking through Cape Town has been a dream come true!,Cape Town,#wanderlust,Positive,7003
regina49,2024-02-29,Can't get enough of Paris 😍 #wanderlust,Paris,"#naturelovers, #travel2025, #wanderlust",Positive,662
loganmartin,2025-05-15,Sunsets in Bali hit different 🌅,Bali,#naturelovers,Positive,823
jjohnson,2025-06-03,Manali is calling... and I must go ✈️,Manali,#wanderlust,Positive,809
ywilliams,2025-02-06,Exploring the beauty of Santorini! 🧳,Santorini,#travelgram,Positive,9485
ericsmith,2025-05-21,Can't get enough of Santorini 😍 #wanderlust,Santorini,#travel2025,Positive,1962
christophermcneil,2023-09-20,Can't get enough of Paris 😍 #wanderlust,Paris,#naturelovers,Positive,6795
