Date,Description,Debit (INR),Credit (INR),Balance
2025-03-16,SIP Investment,11323.61,,-25781293.98
2025-06-23,SIP Investment,16157.68,,-25797451.66
2025-03-09,SIP Investment,1711.48,,-25799163.14
2025-05-15,Amazon Purchase,13177.75,,-25812340.89
2025-05-25,SIP Investment,6990.17,,-25819331.06
2025-06-10,Flight Booking,5178.04,,-25824509.1
2025-04-29,Insurance Premium,5348.83,,-25829857.93
2025-01-01,Amazon Purchase,4780.84,,-25834638.77
2025-02-13,Flight Booking,5586.8,,-25840225.57
2025-05-09,Medical Expense,11972.82,,-25852198.39
2025-04-27,Flight Booking,10777.16,,-25862975.55
2025-02-04,Amazon Purchase,1234.15,,-25864209.7
2025-02-14,Electricity Bill,14163.64,,-25878373.34
2025-02-01,Credit Card Payment,9117.69,,-25887491.03
2025-01-08,Salary Credited,,17598.61,-25869892.42
2025-01-20,UPI to Zomato,14928.09,,-25884820.51
2025-05-05,Flight Booking,1085.26,,-25885905.77
2025-05-07,Amazon Purchase,10400.55,,-25896306.32
2025-05-29,UPI to Zomato,14531.4,,-25910837.72
2025-06-16,Electricity Bill,18962.01,,-25929799.73
2025-02-07,Electricity Bill,11836.5,,-25941636.23
2025-04-12,Flight Booking,18715.86,,-25960352.09
2025-02-14,Amazon Purchase,16891.67,,-25977243.76
2025-04-02,SIP Investment,7148.7,,-25984392.46
2025-05-13,Credit Card Payment,2493.59,,-25986886.05
2025-04-01,SIP Investment,1091.96,,-25987978.01
2025-01-15,SIP Investment,14225.49,,-26002203.5
2025-06-21,Fuel,11555.8,,-26013759.3
2025-04-20,Fuel,6858.27,,-26020617.57
2025-05-28,UPI to Zomato,944.09,,-26021561.66
2025-03-03,Salary Credited,,13185.67,-26008375.99
2025-04-03,Credit Card Payment,10721.49,,-26019097.48
2025-01-02,Fuel,15045.47,,-26034142.95
2025-03-28,Credit Card Payment,3309.65,,-26037452.6
2025-06-10,Fuel,4502.83,,-26041955.43
2025-01-28,Electricity Bill,1675.5,,-26043630.93
2025-04-22,Fuel,3968.15,,-26047599.08
2025-03-16,Salary Credited,,12502.47,-26035096.61
2025-01-30,Salary Credited,,17608.59,-26017488.02
2025-04-12,Credit Card Payment,11335.06,,-26028823.08
2025-01-31,SIP Investment,2075.51,,-26030898.59
2025-06-12,Medical Expense,3745.73,,-26034644.32
2025-04-21,Insurance Premium,16150.94,,-26050795.26
2025-05-20,Credit Card Payment,834.92,,-26051630.18
2025-03-06,Credit Card Payment,786.36,,-26052416.54
2025-01-11,Salary Credited,,16249.51,-26036167.03
2025-03-28,Salary Credited,,18985.82,-26017181.21
2025-04-13,Medical Expense,16344.67,,-26033525.88
2025-04-14,Fuel,11808.54,,-26045334.42
2025-03-20,Credit Card Payment,3939.55,,-26049273.97
2025-01-03,Salary Credited,,8803.57,-26040470.4
2025-04-24,Credit Card Payment,6966.59,,-26047436.99
2025-06-09,Amazon Purchase,4959.55,,-26052396.54
2025-02-15,SIP Investment,12741.19,,-26065137.73
2025-03-20,SIP Investment,11480.58,,-26076618.31
2025-04-06,Salary Credited,,19085.68,-26057532.63
2025-06-07,SIP Investment,12949.18,,-26070481.81
2025-02-20,Medical Expense,7211.08,,-26077692.89
2025-03-15,Electricity Bill,13530.46,,-26091223.35
2025-06-02,Amazon Purchase,4492.41,,-26095715.76
2025-03-12,Medical Expense,14278.81,,-26109994.57
2025-03-26,Fuel,6787.67,,-26116782.24
2025-01-24,Insurance Premium,12298.06,,-26129080.3
2025-02-22,Salary Credited,,10566.76,-26118513.54
2025-05-13,UPI to Zomato,7352.5,,-26125866.04
2025-06-03,Credit Card Payment,18034.16,,-26143900.2
2025-03-12,Flight Booking,12697.92,,-26156598.12
2025-04-19,Fuel,10581.53,,-26167179.65
2025-05-07,UPI to Zomato,16984.0,,-26184163.65
2025-05-23,Credit Card Payment,11339.9,,-26195503.55
2025-02-26,Fuel,10073.31,,-26205576.86
2025-06-18,SIP Investment,12818.45,,-26218395.31
2025-06-24,Medical Expense,16908.24,,-26235303.55
2025-02-04,UPI to Zomato,19913.84,,-26255217.39
2025-02-02,Amazon Purchase,1395.4,,-26256612.79
2025-02-25,Fuel,11620.41,,-26268233.2
2025-04-17,Fuel,19101.81,,-26287335.01
2025-01-04,Insurance Premium,13787.29,,-26301122.3
2025-02-08,Amazon Purchase,7377.85,,-26308500.15
2025-06-03,Amazon Purchase,15120.27,,-26323620.42
2025-06-06,Electricity Bill,15737.87,,-26339358.29
2025-01-24,Amazon Purchase,14383.58,,-26353741.87
2025-03-08,Medical Expense,16111.62,,-26369853.49
2025-06-24,Medical Expense,17987.31,,-26387840.8
2025-02-01,Flight Booking,5875.37,,-26393716.17
2025-01-19,Medical Expense,16096.41,,-26409812.58
2025-03-23,Amazon Purchase,9650.5,,-26419463.08
2025-03-06,Fuel,16301.98,,-26435765.06
2025-05-21,Salary Credited,,11991.6,-26423773.46
2025-03-02,Salary Credited,,10604.35,-26413169.11
2025-03-12,Medical Expense,7347.05,,-26420516.16
2025-01-25,UPI to Zomato,11208.25,,-26431724.41
2025-02-06,Credit Card Payment,4661.28,,-26436385.69
2025-05-29,Electricity Bill,5222.98,,-26441608.67
2025-03-30,Insurance Premium,12406.06,,-26454014.73
2025-05-25,Credit Card Payment,4047.91,,-26458062.64
2025-02-13,Medical Expense,10547.44,,-26468610.08
2025-05-08,UPI to Zomato,18003.88,,-26486613.96
2025-01-20,Electricity Bill,2735.71,,-26489349.67
2024-12-29,Medical Expense,1961.53,,-26491311.2
2025-02-04,Electricity Bill,4492.26,,-26495803.46
2025-06-02,Fuel,10964.49,,-26506767.95
2025-03-07,Amazon Purchase,16771.1,,-26523539.05
2025-02-27,Fuel,14744.85,,-26538283.9
2025-04-04,UPI to Zomato,1940.6,,-26540224.5
2025-04-14,Amazon Purchase,15563.86,,-26555788.36
2025-03-02,Electricity Bill,17987.09,,-26573775.45
2025-06-09,Flight Booking,9102.98,,-26582878.43
2025-04-13,Insurance Premium,7504.59,,-26590383.02
2025-05-06,Medical Expense,17969.88,,-26608352.9
2025-02-07,Electricity Bill,2666.2,,-26611019.1
2025-03-20,Salary Credited,,11760.58,-26599258.52
2025-06-17,Electricity Bill,10960.05,,-26610218.57
2025-03-02,Electricity Bill,12444.1,,-26622662.67
2025-01-04,Electricity Bill,18868.03,,-26641530.7
2025-01-30,Medical Expense,12100.92,,-26653631.62
2025-02-09,Electricity Bill,12375.78,,-26666007.4
2025-04-27,Salary Credited,,4674.95,-26661332.45
2025-02-02,Electricity Bill,17643.92,,-26678976.37
2025-03-01,Insurance Premium,15867.88,,-26694844.25
2025-02-23,Flight Booking,19232.83,,-26714077.08
2025-02-19,Salary Credited,,4480.19,-26709596.89
2025-05-15,Medical Expense,2707.79,,-26712304.68
2025-02-24,Electricity Bill,9277.85,,-26721582.53
2025-06-17,Credit Card Payment,4457.59,,-26726040.12
2025-04-07,Salary Credited,,4983.43,-26721056.69
2025-04-09,SIP Investment,8647.58,,-26729704.27
2025-05-07,UPI to Zomato,2568.57,,-26732272.84
2025-06-22,Credit Card Payment,7474.3,,-26739747.14
2025-06-20,SIP Investment,10278.87,,-26750026.01
2025-04-17,Flight Booking,12658.4,,-26762684.41
2025-03-03,SIP Investment,9734.5,,-26772418.91
2025-04-14,SIP Investment,2903.88,,-26775322.79
2025-02-27,Salary Credited,,14890.43,-26760432.36
2025-03-08,Medical Expense,17978.84,,-26778411.2
2025-03-03,Fuel,16837.28,,-26795248.48
2025-02-19,Fuel,14771.13,,-26810019.61
2025-03-24,UPI to Zomato,19095.08,,-26829114.69
2025-06-14,SIP Investment,12600.26,,-26841714.95
2025-02-26,Medical Expense,19415.82,,-26861130.77
2025-03-11,Medical Expense,1798.41,,-26862929.18
2025-01-29,Insurance Premium,5394.77,,-26868323.95
2025-06-07,Medical Expense,9533.9,,-26877857.85
2025-06-20,Medical Expense,10993.59,,-26888851.44
2024-12-29,Fuel,18870.25,,-26907721.69
2024-12-28,Medical Expense,2017.71,,-26909739.4
2025-03-14,Flight Booking,9206.8,,-26918946.2
2025-04-29,Salary Credited,,14870.17,-26904076.03
2025-04-23,Flight Booking,12759.05,,-26916835.08
2025-02-08,Credit Card Payment,933.73,,-26917768.81
2025-03-28,Fuel,14454.0,,-26932222.81
2025-03-10,Flight Booking,4988.13,,-26937210.94
2025-06-05,Salary Credited,,16530.72,-26920680.22
2025-01-30,Flight Booking,621.3,,-26921301.52
2025-03-15,Insurance Premium,8841.52,,-26930143.04
2025-01-14,Medical Expense,14591.04,,-26944734.08
2025-04-13,SIP Investment,8691.14,,-26953425.22
2025-05-28,Amazon Purchase,16581.59,,-26970006.81
2025-02-02,Flight Booking,18776.04,,-26988782.85
2025-03-01,Medical Expense,4396.67,,-26993179.52
2025-05-01,Insurance Premium,9753.64,,-27002933.16
2025-01-26,Electricity Bill,2471.85,,-27005405.01
2025-02-03,Amazon Purchase,10975.46,,-27016380.47
2025-03-22,Insurance Premium,1241.86,,-27017622.33
2025-04-29,Flight Booking,2232.72,,-27019855.05
2025-06-01,Fuel,14780.37,,-27034635.42
2025-06-08,Fuel,9100.64,,-27043736.06
2025-02-23,Insurance Premium,5002.26,,-27048738.32
2025-02-12,Amazon Purchase,11933.03,,-27060671.35
2025-01-22,Credit Card Payment,9046.59,,-27069717.94
2025-06-11,Credit Card Payment,19556.66,,-27089274.6
2025-03-01,Amazon Purchase,9021.67,,-27098296.27
2025-06-17,Amazon Purchase,6551.28,,-27104847.55
2025-02-09,Salary Credited,,11440.91,-27093406.64
2025-06-03,Electricity Bill,5274.76,,-27098681.4
2025-04-07,Medical Expense,15868.28,,-27114549.68
2025-06-15,Flight Booking,12165.02,,-27126714.7
2025-04-07,UPI to Zomato,19626.7,,-27146341.4
2025-03-18,SIP Investment,4244.82,,-27150586.22
2025-04-21,Credit Card Payment,14914.3,,-27165500.52
2025-03-27,Medical Expense,18828.3,,-27184328.82
2025-06-14,Insurance Premium,18546.83,,-27202875.65
2025-04-23,Medical Expense,15939.86,,-27218815.51
2025-06-11,Salary Credited,,9057.06,-27209758.45
2025-03-11,Fuel,755.8,,-27210514.25
2025-02-26,Amazon Purchase,19479.01,,-27229993.26
2025-02-08,Salary Credited,,15922.59,-27214070.67
2025-01-25,Amazon Purchase,3172.67,,-27217243.34
2024-12-26,SIP Investment,9088.22,,-27226331.56
2025-06-17,Fuel,18469.23,,-27244800.79
2025-05-01,Medical Expense,8050.48,,-27252851.27
2025-03-23,SIP Investment,19774.96,,-27272626.23
2025-02-12,Credit Card Payment,9074.13,,-27281700.36
2025-04-16,Insurance Premium,9024.13,,-27290724.49
2025-02-10,Credit Card Payment,14514.04,,-27305238.53
2025-05-08,Amazon Purchase,1007.62,,-27306246.15
2025-04-28,Amazon Purchase,13494.23,,-27319740.38
2025-06-03,SIP Investment,14091.64,,-27333832.02
2025-01-23,SIP Investment,19952.2,,-27353784.22
2025-05-01,Salary Credited,,14877.86,-27338906.36
2025-04-16,SIP Investment,12118.65,,-27351025.01
2025-03-01,Electricity Bill,5515.98,,-27356540.99
2025-03-08,Credit Card Payment,18224.66,,-27374765.65
2025-03-15,Medical Expense,8831.76,,-27383597.41
2025-02-23,Electricity Bill,14780.55,,-27398377.96
2025-03-24,Electricity Bill,7920.97,,-27406298.93
2025-06-14,Amazon Purchase,4467.9,,-27410766.83
2025-05-17,Electricity Bill,15487.7,,-27426254.53
2025-05-05,Insurance Premium,10529.99,,-27436784.52
2025-04-02,Insurance Premium,4171.28,,-27440955.8
2025-01-14,UPI to Zomato,2113.87,,-27443069.67
2025-04-06,Credit Card Payment,3423.49,,-27446493.16
2025-06-01,Insurance Premium,3179.3,,-27449672.46
2025-03-26,Medical Expense,2596.84,,-27452269.3
2025-01-08,SIP Investment,15192.92,,-27467462.22
2025-05-26,Insurance Premium,8380.89,,-27475843.11
2025-01-31,UPI to Zomato,5624.7,,-27481467.81
2025-03-24,Amazon Purchase,2977.82,,-27484445.63
2024-12-28,Medical Expense,7360.35,,-27491805.98
2025-02-09,SIP Investment,12363.58,,-27504169.56
2025-03-01,Electricity Bill,14372.27,,-27518541.83
2025-02-13,Insurance Premium,5538.33,,-27524080.16
2025-04-03,Fuel,10976.2,,-27535056.36
2025-03-11,Amazon Purchase,17274.66,,-27552331.02
2025-03-15,Credit Card Payment,14355.66,,-27566686.68
2025-06-13,Salary Credited,,4471.69,-27562214.99
2024-12-30,Medical Expense,19443.64,,-27581658.63
2025-03-31,UPI to Zomato,2189.13,,-27583847.76
2025-05-20,Fuel,12396.46,,-27596244.22
2025-04-10,SIP Investment,2927.65,,-27599171.87
2025-01-23,Credit Card Payment,7239.85,,-27606411.72
2025-05-16,Electricity Bill,1761.1,,-27608172.82
2025-02-16,Salary Credited,,5329.13,-27602843.69
2025-05-16,SIP Investment,7353.64,,-27610197.33
2025-01-12,UPI to Zomato,13922.68,,-27624120.01
2025-04-01,Insurance Premium,6208.02,,-27630328.03
2025-01-12,Amazon Purchase,679.65,,-27631007.68
2025-04-11,Salary Credited,,18805.78,-27612201.9
2025-01-21,UPI to Zomato,16317.76,,-27628519.66
2025-06-10,Amazon Purchase,3941.91,,-27632461.57
2025-01-26,UPI to Zomato,14936.24,,-27647397.81
2025-05-18,Amazon Purchase,9990.54,,-27657388.35
2025-04-22,Fuel,4883.39,,-27662271.74
2025-02-13,Credit Card Payment,8267.68,,-27670539.42
2025-04-03,Fuel,14796.93,,-27685336.35
2025-06-03,UPI to Zomato,19897.2,,-27705233.55
2025-06-02,Amazon Purchase,6475.2,,-27711708.75
2025-04-25,Electricity Bill,11824.45,,-27723533.2
2025-06-09,Electricity Bill,19334.9,,-27742868.1
2025-02-02,SIP Investment,9886.5,,-27752754.6
2025-03-13,Amazon Purchase,6697.13,,-27759451.73
2025-04-23,UPI to Zomato,16686.53,,-27776138.26
2025-01-04,Medical Expense,1716.9,,-27777855.16
2025-01-06,Electricity Bill,3935.68,,-27781790.84
2025-02-27,Flight Booking,17350.1,,-27799140.94
2025-02-14,Insurance Premium,9469.88,,-27808610.82
2025-03-16,Medical Expense,18142.16,,-27826752.98
2025-01-02,UPI to Zomato,17386.6,,-27844139.58
2025-02-18,Flight Booking,2568.78,,-27846708.36
2025-05-13,Fuel,14440.63,,-27861148.99
2025-01-08,Electricity Bill,17952.68,,-27879101.67
2025-04-23,Fuel,6804.12,,-27885905.79
2025-04-19,Flight Booking,1808.55,,-27887714.34
2025-04-17,Medical Expense,9535.83,,-27897250.17
2025-01-15,UPI to Zomato,18701.81,,-27915951.98
2025-02-03,UPI to Zomato,17756.18,,-27933708.16
2025-01-05,Salary Credited,,7412.02,-27926296.14
2025-05-03,Salary Credited,,16281.81,-27910014.33
2025-05-23,SIP Investment,15848.99,,-27925863.32
2025-05-19,Amazon Purchase,17528.52,,-27943391.84
2025-04-01,Credit Card Payment,17859.47,,-27961251.31
2025-02-22,Credit Card Payment,19006.74,,-27980258.05
2025-02-02,Insurance Premium,17006.64,,-27997264.69
2025-06-15,Medical Expense,19540.08,,-28016804.77
2025-03-01,Credit Card Payment,15510.08,,-28032314.85
2025-05-30,Amazon Purchase,14772.03,,-28047086.88
2025-04-08,SIP Investment,552.69,,-28047639.57
2025-03-29,Credit Card Payment,8163.61,,-28055803.18
2025-01-12,Insurance Premium,5649.71,,-28061452.89
2025-06-05,Fuel,2844.84,,-28064297.73
2025-03-16,Electricity Bill,13014.8,,-28077312.53
2025-03-06,Flight Booking,10779.37,,-28088091.9
2025-03-20,Salary Credited,,6296.03,-28081795.87
2025-01-26,Insurance Premium,658.5,,-28082454.37
2025-02-11,Fuel,6822.37,,-28089276.74
2025-01-16,Insurance Premium,11367.14,,-28100643.88
2025-02-05,UPI to Zomato,11301.08,,-28111944.96
2024-12-26,Electricity Bill,8679.88,,-28120624.84
2025-06-14,Electricity Bill,8115.2,,-28128740.04
2025-03-06,Insurance Premium,16103.77,,-28144843.81
2025-05-24,Insurance Premium,8295.52,,-28153139.33
2024-12-31,Credit Card Payment,12088.72,,-28165228.05
2025-04-09,Fuel,6435.58,,-28171663.63
2025-05-17,Fuel,11509.66,,-28183173.29
2025-05-14,Amazon Purchase,3413.81,,-28186587.1
2025-05-12,SIP Investment,18815.55,,-28205402.65
2025-06-08,Electricity Bill,16771.68,,-28222174.33
2025-03-05,Salary Credited,,12420.58,-28209753.75
2025-04-29,Insurance Premium,15186.39,,-28224940.14
2025-02-09,Credit Card Payment,10295.92,,-28235236.06
2025-01-16,Flight Booking,7677.04,,-28242913.1
2025-03-09,Salary Credited,,5850.43,-28237062.67
2024-12-27,Insurance Premium,13981.69,,-28251044.36
2025-01-07,UPI to Zomato,19198.82,,-28270243.18
2025-02-01,Electricity Bill,8180.25,,-28278423.43
2025-05-30,Amazon Purchase,16398.76,,-28294822.19
2025-05-30,Credit Card Payment,3705.11,,-28298527.3
2025-02-24,Flight Booking,4897.14,,-28303424.44
2025-04-21,Amazon Purchase,13857.56,,-28317282.0
2025-05-10,Insurance Premium,8096.8,,-28325378.8
2024-12-29,Insurance Premium,14907.63,,-28340286.43
2025-04-13,Amazon Purchase,2528.32,,-28342814.75
2025-06-17,Medical Expense,4691.11,,-28347505.86
2025-05-10,Fuel,4270.06,,-28351775.92
2025-04-27,Credit Card Payment,18668.96,,-28370444.88
2025-01-07,UPI to Zomato,14410.01,,-28384854.89
2025-03-19,Amazon Purchase,19334.38,,-28404189.27
2025-02-26,Medical Expense,17882.87,,-28422072.14
2025-02-04,UPI to Zomato,19805.68,,-28441877.82
2025-04-18,Amazon Purchase,9966.51,,-28451844.33
2025-04-28,UPI to Zomato,17139.31,,-28468983.64
2025-03-01,Fuel,11647.07,,-28480630.71
2025-04-01,Medical Expense,960.83,,-28481591.54
2025-01-26,SIP Investment,19728.22,,-28501319.76
2025-04-29,Electricity Bill,17850.14,,-28519169.9
2025-04-14,Flight Booking,15707.34,,-28534877.24
2025-01-04,UPI to Zomato,4958.9,,-28539836.14
2025-06-16,UPI to Zomato,16477.43,,-28556313.57
2025-02-09,Credit Card Payment,10844.86,,-28567158.43
2025-03-17,Amazon Purchase,6472.34,,-28573630.77
2025-05-17,Amazon Purchase,15874.71,,-28589505.48
2025-04-09,SIP Investment,7656.34,,-28597161.82
2025-02-11,Fuel,5845.27,,-28603007.09
2025-06-13,Fuel,12142.65,,-28615149.74
2025-01-27,Credit Card Payment,17152.13,,-28632301.87
2025-02-05,Flight Booking,13717.31,,-28646019.18
2025-02-18,Credit Card Payment,12045.41,,-28658064.59
2025-06-21,Insurance Premium,7144.38,,-28665208.97
2025-01-09,SIP Investment,1050.4,,-28666259.37
2025-01-09,Electricity Bill,17109.74,,-28683369.11
2025-06-19,UPI to Zomato,15663.32,,-28699032.43
2025-01-19,Credit Card Payment,9419.74,,-28708452.17
2025-06-12,SIP Investment,7303.46,,-28715755.63
2025-03-15,Credit Card Payment,1304.62,,-28717060.25
2025-01-25,Credit Card Payment,11409.7,,-28728469.95
2025-05-06,UPI to Zomato,6676.97,,-28735146.92
2024-12-31,Electricity Bill,18199.13,,-28753346.05
2025-05-23,Credit Card Payment,13131.48,,-28766477.53
2025-06-15,Credit Card Payment,6097.21,,-28772574.74
2025-02-18,UPI to Zomato,8675.6,,-28781250.34
2024-12-31,Medical Expense,779.67,,-28782030.01
2025-03-29,Credit Card Payment,2114.99,,-28784145.0
2025-03-14,Amazon Purchase,15285.66,,-28799430.66
2025-01-05,UPI to Zomato,14553.3,,-28813983.96
2025-03-08,Medical Expense,9555.22,,-28823539.18
2025-01-16,UPI to Zomato,14555.48,,-28838094.66
2025-02-21,Salary Credited,,2575.6,-28835519.06
2025-01-15,Flight Booking,11995.09,,-28847514.15
2024-12-28,Flight Booking,1960.37,,-28849474.52
2025-03-19,Flight Booking,1424.62,,-28850899.14
2025-03-29,Flight Booking,10874.19,,-28861773.33
2025-02-26,Fuel,7683.0,,-28869456.33
2025-05-24,Salary Credited,,4273.12,-28865183.21
2025-02-27,UPI to Zomato,11965.4,,-28877148.61
2025-01-24,Salary Credited,,12316.9,-28864831.71
2025-05-16,UPI to Zomato,7368.82,,-28872200.53
2025-05-14,Insurance Premium,9998.94,,-28882199.47
2025-01-07,Credit Card Payment,4562.1,,-28886761.57
2025-05-07,Credit Card Payment,17515.57,,-28904277.14
2025-05-22,Amazon Purchase,10596.76,,-28914873.9
2025-04-19,SIP Investment,11847.88,,-28926721.78
2025-05-10,Insurance Premium,6987.85,,-28933709.63
2025-03-13,Amazon Purchase,16243.14,,-28949952.77
2025-02-21,Credit Card Payment,12384.61,,-28962337.38
2025-01-28,Medical Expense,19212.28,,-28981549.66
2025-01-28,Credit Card Payment,11802.59,,-28993352.25
2025-06-21,UPI to Zomato,8555.2,,-29001907.45
2024-12-31,Amazon Purchase,3043.6,,-29004951.05
2025-01-10,Medical Expense,15247.59,,-29020198.64
2025-05-07,SIP Investment,7075.86,,-29027274.5
2025-04-15,Credit Card Payment,12257.78,,-29039532.28
2025-03-07,Medical Expense,5849.37,,-29045381.65
2025-03-14,Amazon Purchase,15348.08,,-29060729.73
2025-06-14,Credit Card Payment,4014.25,,-29064743.98
2025-05-23,Insurance Premium,7455.11,,-29072199.09
2025-04-05,Insurance Premium,4757.02,,-29076956.11
2024-12-27,SIP Investment,10610.61,,-29087566.72
2025-01-15,Insurance Premium,12219.97,,-29099786.69
2025-04-24,Electricity Bill,2899.83,,-29102686.52
2025-05-15,Insurance Premium,7687.36,,-29110373.88
2025-01-06,Credit Card Payment,12833.94,,-29123207.82
2025-02-08,UPI to Zomato,10058.59,,-29133266.41
2025-06-11,Fuel,2099.34,,-29135365.75
2025-01-19,UPI to Zomato,14148.54,,-29149514.29
2025-02-05,Fuel,14289.8,,-29163804.09
2025-02-27,Salary Credited,,5158.67,-29158645.42
2025-05-12,Amazon Purchase,13177.4,,-29171822.82
2025-03-23,Flight Booking,10169.77,,-29181992.59
2025-04-22,Flight Booking,3416.21,,-29185408.8
2025-03-12,SIP Investment,14344.11,,-29199752.91
2025-01-28,UPI to Zomato,17434.79,,-29217187.7
2025-05-01,UPI to Zomato,7957.73,,-29225145.43
2025-02-12,SIP Investment,14986.12,,-29240131.55
2025-02-13,Electricity Bill,5084.03,,-29245215.58
2025-04-30,Amazon Purchase,14184.34,,-29259399.92
2025-01-26,Insurance Premium,17486.9,,-29276886.82
2025-03-21,Credit Card Payment,17302.53,,-29294189.35
2025-02-04,Credit Card Payment,14737.88,,-29308927.23
2024-12-31,SIP Investment,19392.25,,-29328319.48
2025-06-11,Credit Card Payment,18530.79,,-29346850.27
2025-03-05,Flight Booking,9256.78,,-29356107.05
2025-01-01,Insurance Premium,18124.55,,-29374231.6
2025-06-23,Medical Expense,9566.52,,-29383798.12
2025-01-25,Fuel,18370.39,,-29402168.51
2025-01-13,UPI to Zomato,7866.72,,-29410035.23
2025-05-05,Insurance Premium,3635.59,,-29413670.82
2025-02-14,Salary Credited,,3437.85,-29410232.97
2025-01-19,Salary Credited,,13984.87,-29396248.1
2025-03-02,Amazon Purchase,17078.03,,-29413326.13
2025-04-10,Fuel,14688.14,,-29428014.27
2025-03-29,Salary Credited,,8440.97,-29419573.3
2025-03-16,Salary Credited,,18236.24,-29401337.06
2025-02-09,Flight Booking,14823.44,,-29416160.5
